id,day_offset,train_no,operator,travel_class,origin,destination,departure_time,duration_mins,price,seats_available
616,41,12606,Northern Railway,Sleeper,Delhi,Katra (SVDK),05:00,741,624,66
617,41,12606,Northern Railway,3AC,Delhi,Katra (SVDK),05:00,741,1222,40
618,41,12606,Northern Railway,2AC,Delhi,Katra (SVDK),05:00,741,1817,17
619,41,12607,Indian Railways,Sleeper,Mumbai,Katra (SVDK),14:00,1541,1476,37
620,41,12607,Indian Railways,3AC,Mumbai,Katra (SVDK),14:00,1541,1560,37
621,41,12607,Indian Railways,2AC,Mumbai,Katra (SVDK),14:00,1541,1520,21
622,41,12608,Northern Railway,Sleeper,Chennai,Katra (SVDK),07:00,2503,1593,0
623,41,12608,Northern Railway,3AC,Chennai,Katra (SVDK),07:00,2503,3500,37
624,41,12608,Northern Railway,2AC,Chennai,Katra (SVDK),07:00,2503,3941,55
625,41,12609,Northern Railway,Sleeper,Kolkata,Katra (SVDK),14:00,1913,1184,40
626,41,12609,Northern Railway,3AC,Kolkata,Katra (SVDK),14:00,1913,1748,21
627,41,12609,Northern Railway,2AC,Kolkata,Katra (SVDK),14:00,1913,3144,53
628,41,12610,Indian Railways,Sleeper,Ahmedabad,Katra (SVDK),05:00,1584,1177,29
629,41,12610,Indian Railways,3AC,Ahmedabad,Katra (SVDK),05:00,1584,1381,36
630,41,12610,Indian Railways,2AC,Ahmedabad,Katra (SVDK),05:00,1584,2004,67
631,42,12611,Indian Railways,Sleeper,Delhi,Katra (SVDK),07:00,704,294,34
632,42,12611,Indian Railways,3AC,Delhi,Katra (SVDK),07:00,704,1591,60
633,42,12611,Indian Railways,2AC,Delhi,Katra (SVDK),07:00,704,1096,62
634,42,12612,Northern Railway,Sleeper,Mumbai,Katra (SVDK),22:00,1540,532,64
635,42,12612,Northern Railway,3AC,Mumbai,Katra (SVDK),22:00,1540,2041,52
636,42,12612,Northern Railway,2AC,Mumbai,Katra (SVDK),22:00,1540,2116,20
637,42,12613,Indian Railways,Sleeper,Chennai,Katra (SVDK),05:00,2530,1702,31
638,42,12613,Indian Railways,3AC,Chennai,Katra (SVDK),05:00,2530,3353,29
639,42,12613,Indian Railways,2AC,Chennai,Katra (SVDK),05:00,2530,2809,35
640,42,12614,Northern Railway,Sleeper,Kolkata,Katra (SVDK),05:00,1875,809,16
641,42,12614,Northern Railway,3AC,Kolkata,Katra (SVDK),05:00,1875,909,39
642,42,12614,Northern Railway,2AC,Kolkata,Katra (SVDK),05:00,1875,3083,14
643,42,12615,Northern Railway,Sleeper,Ahmedabad,Katra (SVDK),20:00,1575,1046,21
644,42,12615,Northern Railway,3AC,Ahmedabad,Katra (SVDK),20:00,1575,2250,42
645,42,12615,Northern Railway,2AC,Ahmedabad,Katra (SVDK),20:00,1575,3580,9
646,43,12616,Indian Railways,Sleeper,Delhi,Katra (SVDK),22:00,732,426,31
647,43,12616,Indian Railways,3AC,Delhi,Katra (SVDK),22:00,732,612,28
648,43,12616,Indian Railways,2AC,Delhi,Katra (SVDK),22:00,732,877,65
649,43,12617,Indian Railways,Sleeper,Mumbai,Katra (SVDK),14:00,1609,1292,51
650,43,12617,Indian Railways,3AC,Mumbai,Katra (SVDK),14:00,1609,2152,45
651,43,12617,Indian Railways,2AC,Mumbai,Katra (SVDK),14:00,1609,1953,70
652,43,12618,Indian Railways,Sleeper,Chennai,Katra (SVDK),22:00,2506,1079,28
653,43,12618,Indian Railways,3AC,Chennai,Katra (SVDK),22:00,2506,2352,55
654,43,12618,Indian Railways,2AC,Chennai,Katra (SVDK),22:00,2506,4104,69
655,43,12619,Indian Railways,Sleeper,Kolkata,Katra (SVDK),05:00,1898,701,2
656,43,12619,Indian Railways,3AC,Kolkata,Katra (SVDK),05:00,1898,1083,16
657,43,12619,Indian Railways,2AC,Kolkata,Katra (SVDK),05:00,1898,1589,37
658,43,12620,Northern Railway,Sleeper,Ahmedabad,Katra (SVDK),20:00,1604,631,18
659,43,12620,Northern Railway,3AC,Ahmedabad,Katra (SVDK),20:00,1604,1849,65
660,43,12620,Northern Railway,2AC,Ahmedabad,Katra (SVDK),20:00,1604,2708,27
661,44,12621,Indian Railways,Sleeper,Delhi,Katra (SVDK),22:00,756,731,1
662,44,12621,Indian Railways,3AC,Delhi,Katra (SVDK),22:00,756,1327,67
663,44,12621,Indian Railways,2AC,Delhi,Katra (SVDK),22:00,756,1868,40
664,44,12622,Indian Railways,Sleeper,Mumbai,Katra (SVDK),07:00,1526,956,31
665,44,12622,Indian Railways,3AC,Mumbai,Katra (SVDK),07:00,1526,1062,38
666,44,12622,Indian Railways,2AC,Mumbai,Katra (SVDK),07:00,1526,3274,38
667,44,12623,Indian Railways,Sleeper,Chennai,Katra (SVDK),07:00,2537,1544,10
668,44,12623,Indian Railways,3AC,Chennai,Katra (SVDK),07:00,2537,2355,37
669,44,12623,Indian Railways,2AC,Chennai,Katra (SVDK),07:00,2537,3672,51
670,44,12624,Indian Railways,Sleeper,Kolkata,Katra (SVDK),17:00,1950,1082,38
671,44,12624,Indian Railways,3AC,Kolkata,Katra (SVDK),17:00,1950,1222,5
672,44,12624,Indian Railways,2AC,Kolkata,Katra (SVDK),17:00,1950,2195,61
673,44,12625,Northern Railway,Sleeper,Ahmedabad,Katra (SVDK),05:00,1678,898,7
674,44,12625,Northern Railway,3AC,Ahmedabad,Katra (SVDK),05:00,1678,1915,2
675,44,12625,Northern Railway,2AC,Ahmedabad,Katra (SVDK),05:00,1678,2541,43
